Alarm timestamp,Alarm type,Alarm Point number,Alarm name,Monitor number,Alarm direction,Mode,Acknowledge by,Tag,Full comment,Assessment timestamp
12/08/2025 01:24:56.925 PM,Intrusion,4454: FDB 1 - IPD 246,Sensor P  Alarm  Sector 5,7,1,Armed,Operator Station 5,Valid,Verified  //Susan Stevenson//,12/08/2025 01:25:01.386 PM
12/08/2025 01:25:08.891 PM,Intrusion,4455: FDB 4 - IPD 334,Sensor B  Alarm  Sector 6,6,1,Armed,Operator Station 5,Valid,Camera confirmed  //Susan Stevenson//,12/08/2025 01:25:18.377 PM
12/08/2025 01:25:15.670 PM,Intrusion,4456: FDB 3 - IPD 270,Sensor O  Alarm  Sector 5,17,3,Armed,Operator Station 5,Valid,Dispatch  //Susan Stevenson//,12/08/2025 01:25:28.646 PM
12/08/2025 01:28:15.537 PM,Intrusion,4457: FDB 1 - IPD 205,Sensor D  Alarm  Sector 49,2,1,Armed,Operator Station 2,Nuisance,Wind  //Brandon Cole//,12/08/2025 01:28:17.803 PM
12/08/2025 01:28:16.776 PM,Intrusion,4458: FDB 2 - IPD 206,Sensor S  Alarm  Sector 48,17,1,Armed,Operator Station 2,Nuisance,Wind  //Brandon Cole//,12/08/2025 01:28:21.922 PM
12/08/2025 01:28:39.000 PM,Intrusion,4459: FDB 3 - IPD 309,Sensor R  Alarm  Sector 31,2,1,Armed,Operator Station 6,Nuisance,Possible animal  //Shawn Schmidt//,12/08/2025 01:28:42.485 PM
12/08/2025 01:28:46.640 PM,Intrusion,4460: FDB 2 - IPD 314,Sensor W  Alarm  Sector 32,4,3,Armed,Operator Station 6,Nuisance,Wildlife  //Shawn Schmidt//,12/08/2025 01:28:52.065 PM
12/08/2025 01:29:10.451 PM,Intrusion,4461: FDB 4 - IPD 137,Sensor P  Alarm  Sector 30,2,1,Armed,Operator Station 3,Valid,Possible breach  //Susan Stevenson//,12/08/2025 01:29:20.869 PM
12/08/2025 01:29:22.863 PM,Intrusion,4462: FDB 3 - IPD 234,Sensor N  Alarm  Sector 29,10,1,Armed,Operator Station 3,Valid,Camera confirmed  //Susan Stevenson//,12/08/2025 01:29:31.485 PM
12/08/2025 01:29:29.952 PM,Intrusion,4463: FDB 3 - IPD 201,Sensor B  Alarm  Sector 30,16,3,Armed,Operator Station 3,Valid,Police notified  //Susan Stevenson//,12/08/2025 01:29:39.742 PM
12/08/2025 01:33:19.500 PM,Intrusion,4464: FDB 4 - IPD 104,Sensor Z  Alarm  Sector 49,10,3,Armed,Operator Station 4,Valid,Possible breach  //Shawn Schmidt//,12/08/2025 01:33:34.899 PM
12/08/2025 01:33:33.040 PM,Intrusion,4465: FDB 1 - IPD 143,Sensor L  Alarm  Sector 50,2,3,Armed,Operator Station 4,Valid,Verified  //Shawn Schmidt//,12/08/2025 01:33:38.637 PM
12/08/2025 01:33:40.079 PM,Intrusion,4466: FDB 2 - IPD 190,Sensor M  Alarm  Sector 51,6,3,Armed,Operator Station 4,Valid,Camera confirmed  //Shawn Schmidt//,12/08/2025 01:33:54.039 PM
12/08/2025 01:36:50.989 PM,Intrusion,4467: FDB 5 - IPD 172,Sensor E  Alarm  Sector 56,12,1,Armed,Operator Station 5,Valid,Possible breach  //Christopher Henderson//,12/08/2025 01:36:58.287 PM
12/08/2025 01:36:59.709 PM,Intrusion,4468: FDB 5 - IPD 326,Sensor C  Alarm  Sector 57,11,3,Armed,Operator Station 5,Valid,Verified  //Christopher Henderson//,12/08/2025 01:37:10.704 PM
12/08/2025 01:37:14.722 PM,Intrusion,4469: FDB 1 - IPD 350,Sensor M  Alarm  Sector 56,13,1,Armed,Operator Station 5,Valid,Camera confirmed  //Christopher Henderson//,12/08/2025 01:37:22.011 PM
12/08/2025 01:37:26.508 PM,Intrusion,4470: FDB 2 - IPD 232,Sensor F  Alarm  Sector 55,12,3,Armed,Operator Station 5,Valid,Dispatch  //Christopher Henderson//,12/08/2025 01:37:31.175 PM
12/08/2025 01:38:00.841 PM,Tamper,4471: FDB 1 - IPD 280,Sensor M  Tamper  Sector 49,6,1,Armed,Operator Station 2,Valid,Maintenance  //Jeffrey Prince//,12/08/2025 01:38:10.956 PM
12/08/2025 01:38:07.393 PM,Tamper,4472: FDB 1 - IPD 346,Sensor R  Tamper  Sector 49,12,1,Armed,Operator Station 2,Valid,Maintenance  //Jeffrey Prince//,12/08/2025 01:38:13.038 PM
12/08/2025 01:41:11.701 PM,Intrusion,4473: FDB 1 - IPD 220,Sensor R  Alarm  Sector 31,8,3,Armed,Operator Station 6,FALSE,Possible animal  //Tyler Douglas//,12/08/2025 01:41:18.640 PM
12/08/2025 01:41:20.262 PM,Intrusion,4474: FDB 2 - IPD 157,Sensor I  Alarm  Sector 30,7,3,Armed,Operator Station 6,FALSE,Possible animal  //Tyler Douglas//,12/08/2025 01:41:23.018 PM
12/08/2025 01:41:22.509 PM,Intrusion,4475: FDB 4 - IPD 391,Sensor F  Alarm  Sector 29,8,3,Armed,Operator Station 6,FALSE,Possible animal  //Tyler Douglas//,12/08/2025 01:41:28.883 PM
12/08/2025 01:42:38.950 PM,Intrusion,4476: FDB 4 - IPD 189,Sensor A  Alarm  Sector 29,17,1,Armed,Operator Station 5,Valid,Possible breach  //Brandon Cole//,12/08/2025 01:42:43.382 PM
12/08/2025 01:42:55.480 PM,Intrusion,4477: FDB 3 - IPD 357,Sensor T  Alarm  Sector 30,4,3,Armed,Operator Station 5,Valid,Verified  //Brandon Cole//,12/08/2025 01:43:09.614 PM
12/08/2025 01:44:06.535 PM,Intrusion,4478: FDB 3 - IPD 268,Sensor Y  Alarm  Sector 20,5,1,Armed,Operator Station 2,Nuisance,Rain  //Susan Stevenson//,12/08/2025 01:44:09.113 PM
12/08/2025 01:44:11.659 PM,Intrusion,4479: FDB 3 - IPD 169,Sensor T  Alarm  Sector 19,13,3,Armed,Operator Station 2,Nuisance,Wind  //Susan Stevenson//,12/08/2025 01:44:17.130 PM
12/08/2025 01:44:14.298 PM,Intrusion,4480: FDB 4 - IPD 191,Sensor E  Alarm  Sector 20,6,1,Armed,Operator Station 2,Nuisance,Wind  //Susan Stevenson//,12/08/2025 01:44:17.414 PM
12/08/2025 01:48:49.586 PM,Intrusion,4481: FDB 1 - IPD 316,Sensor W  Alarm  Sector 6,1,3,Armed,Operator Station 3,Valid,Possible breach  //Christopher Henderson//,12/08/2025 01:48:58.118 PM
12/08/2025 01:48:57.631 PM,Intrusion,4482: FDB 5 - IPD 266,Sensor J  Alarm  Sector 7,4,1,Armed,Operator Station 3,Valid,Verified  //Christopher Henderson//,12/08/2025 01:49:09.680 PM
12/08/2025 01:50:56.795 PM,Tamper,4483: FDB 2 - IPD 101,Sensor G  Tamper  Sector 18,15,1,Armed,Operator Station 4,Valid,Verified  //Christopher Henderson//,12/08/2025 01:51:12.803 PM
12/08/2025 01:50:59.816 PM,Intrusion,4484: FDB 5 - IPD 160,Sensor X  Alarm  Sector 17,3,3,Armed,Operator Station 4,Valid,Unauthorized access  //Christopher Henderson//,12/08/2025 01:51:16.496 PM
12/08/2025 01:51:04.963 PM,Intrusion,4485: FDB 1 - IPD 310,Sensor L  Alarm  Sector 17,7,3,Armed,Operator Station 4,Valid,Dispatch  //Christopher Henderson//,12/08/2025 01:51:14.258 PM
12/08/2025 01:55:23.149 PM,Tamper,4486: FDB 4 - IPD 311,Sensor T  Tamper  Sector 38,15,1,Armed,Operator Station 6,Valid,Technician onsite  //Ashley Patel//,12/08/2025 01:55:32.529 PM
12/08/2025 01:55:25.211 PM,Tamper,4487: FDB 3 - IPD 256,Sensor M  Tamper  Sector 38,12,1,Secured,Operator Station 6,Valid,Work order  //Ashley Patel//,12/08/2025 01:55:34.009 PM
12/08/2025 02:00:13.970 PM,Tamper,4488: FDB 1 - IPD 354,Sensor G  Tamper  Sector 29,15,1,Armed,Operator Station 1,Valid,Verified  //Susan Stevenson//,12/08/2025 02:00:28.226 PM
12/08/2025 02:00:22.384 PM,Intrusion,4489: FDB 3 - IPD 175,Sensor I  Alarm  Sector 30,6,1,Armed,Operator Station 1,Valid,Unauthorized access  //Susan Stevenson//,12/08/2025 02:00:34.453 PM
12/08/2025 02:00:30.806 PM,Intrusion,4490: FDB 1 - IPD 345,Sensor E  Alarm  Sector 29,7,3,Armed,Operator Station 1,Valid,Dispatch  //Susan Stevenson//,12/08/2025 02:00:38.410 PM
12/08/2025 02:01:27.786 PM,Intrusion,4491: FDB 2 - IPD 386,Sensor R  Alarm  Sector 20,11,1,Armed,Operator Station 1,Nuisance,Rain  //Tyler Douglas//,12/08/2025 02:01:32.345 PM
12/08/2025 02:01:30.969 PM,Intrusion,4492: FDB 2 - IPD 186,Sensor G  Alarm  Sector 21,16,1,Armed,Operator Station 1,Nuisance,Storm  //Tyler Douglas//,12/08/2025 02:01:37.001 PM
12/08/2025 02:03:07.509 PM,Intrusion,4493: FDB 3 - IPD 233,Sensor Y  Alarm  Sector 5,15,1,Armed,Operator Station 6,Valid,Possible breach  //Jeffrey Prince//,12/08/2025 02:03:19.529 PM
12/08/2025 02:03:19.616 PM,Intrusion,4494: FDB 2 - IPD 224,Sensor I  Alarm  Sector 4,17,1,Armed,Operator Station 6,Valid,Verified  //Jeffrey Prince//,12/08/2025 02:03:25.016 PM
12/08/2025 02:03:26.809 PM,Intrusion,4495: FDB 4 - IPD 310,Sensor D  Alarm  Sector 5,5,1,Armed,Operator Station 6,Valid,Camera confirmed  //Jeffrey Prince//,12/08/2025 02:03:39.830 PM
12/08/2025 02:03:32.390 PM,Intrusion,4496: FDB 2 - IPD 391,Sensor R  Alarm  Sector 4,9,1,Armed,Operator Station 6,Valid,Dispatch  //Jeffrey Prince//,12/08/2025 02:03:42.371 PM
12/08/2025 02:03:42.500 PM,Intrusion,4497: FDB 1 - IPD 188,Sensor W  Alarm  Sector 3,17,1,Armed,Operator Station 6,Valid,Police notified  //Jeffrey Prince//,12/08/2025 02:03:59.680 PM
12/08/2025 02:06:12.086 PM,Intrusion,4498: FDB 5 - IPD 322,Sensor G  Alarm  Sector 48,4,1,Armed,Operator Station 3,Valid,Possible breach  //Ashley Patel//,12/08/2025 02:06:19.437 PM
12/08/2025 02:06:19.753 PM,Intrusion,4499: FDB 3 - IPD 297,Sensor W  Alarm  Sector 49,3,3,Armed,Operator Station 3,Valid,Verified  //Ashley Patel//,12/08/2025 02:06:25.265 PM
12/08/2025 02:06:26.992 PM,Intrusion,4500: FDB 3 - IPD 239,Sensor A  Alarm  Sector 50,8,1,Armed,Operator Station 3,Valid,Camera confirmed  //Ashley Patel//,12/08/2025 02:06:42.406 PM
12/08/2025 02:06:35.387 PM,Intrusion,4501: FDB 4 - IPD 221,Sensor A  Alarm  Sector 49,13,3,Armed,Operator Station 3,Valid,Dispatch  //Ashley Patel//,12/08/2025 02:06:51.375 PM
12/08/2025 02:06:40.453 PM,Intrusion,4502: FDB 3 - IPD 347,Sensor P  Alarm  Sector 48,1,3,Armed,Operator Station 3,Valid,Police notified  //Ashley Patel//,12/08/2025 02:06:49.883 PM
12/08/2025 02:10:06.658 PM,Intrusion,4503: FDB 1 - IPD 383,Sensor I  Alarm  Sector 41,14,1,Armed,Operator Station 5,Valid,Possible breach  //Susan Stevenson//,12/08/2025 02:10:21.065 PM
12/08/2025 02:10:17.399 PM,Intrusion,4504: FDB 5 - IPD 154,Sensor C  Alarm  Sector 40,13,3,Armed,Operator Station 5,Valid,Camera confirmed  //Susan Stevenson//,12/08/2025 02:10:26.791 PM
12/08/2025 02:11:35.412 PM,Sensor_Fault,4505: FDB 3 - IPD 276,Sensor E  Fault  Sector 57,8,3,Armed,Operator Station 1,Nuisance,Service required  //Christopher Henderson//,12/08/2025 02:11:44.744 PM
12/08/2025 02:12:02.889 PM,Sensor_Fault,4506: FDB 3 - IPD 276,Sensor E  Fault  Sector 57,8,1,Armed,Operator Station 1,Nuisance,Device trouble  //Christopher Henderson//,12/08/2025 02:12:05.378 PM
12/08/2025 02:14:43.466 PM,Intrusion,4507: FDB 4 - IPD 129,Sensor O  Alarm  Sector 48,10,1,Armed,Operator Station 7,Nuisance,Heavy wind  //Susan Stevenson//,12/08/2025 02:14:46.357 PM
12/08/2025 02:14:44.793 PM,Intrusion,4508: FDB 1 - IPD 280,Sensor L  Alarm  Sector 49,13,1,Armed,Operator Station 7,Nuisance,Wind  //Susan Stevenson//,12/08/2025 02:14:49.358 PM
12/08/2025 02:14:47.513 PM,Intrusion,4509: FDB 1 - IPD 211,Sensor X  Alarm  Sector 50,17,1,Armed,Operator Station 7,Nuisance,Wind  //Susan Stevenson//,12/08/2025 02:14:54.877 PM
12/08/2025 02:19:03.533 PM,Intrusion,4510: FDB 2 - IPD 362,Sensor N  Alarm  Sector 50,12,3,Armed,Operator Station 3,Valid,Possible breach  //Brandon Cole//,12/08/2025 02:19:13.654 PM
12/08/2025 02:19:17.464 PM,Intrusion,4511: FDB 5 - IPD 175,Sensor W  Alarm  Sector 49,5,1,Armed,Operator Station 3,Valid,Verified  //Brandon Cole//,12/08/2025 02:19:34.977 PM
12/08/2025 02:19:27.747 PM,Intrusion,4512: FDB 3 - IPD 216,Sensor W  Alarm  Sector 50,16,3,Armed,Operator Station 3,Valid,Camera confirmed  //Brandon Cole//,12/08/2025 02:19:42.350 PM
12/08/2025 02:19:33.918 PM,Intrusion,4513: FDB 2 - IPD 357,Sensor M  Alarm  Sector 51,16,1,Armed,Operator Station 3,Valid,Dispatch  //Brandon Cole//,12/08/2025 02:19:40.652 PM
12/08/2025 02:20:34.707 PM,Tamper,4514: FDB 3 - IPD 375,Sensor T  Tamper  Sector 40,14,1,Armed,Operator Station 1,Valid,Verified  //Susan Stevenson//,12/08/2025 02:20:42.896 PM
12/08/2025 02:20:37.707 PM,Intrusion,4515: FDB 1 - IPD 393,Sensor Z  Alarm  Sector 39,15,1,Armed,Operator Station 1,Valid,Unauthorized access  //Susan Stevenson//,12/08/2025 02:20:46.078 PM
12/08/2025 02:20:46.914 PM,Intrusion,4516: FDB 1 - IPD 328,Sensor I  Alarm  Sector 39,7,3,Armed,Operator Station 1,Valid,Dispatch  //Susan Stevenson//,12/08/2025 02:20:52.576 PM
12/08/2025 02:21:35.486 PM,Intrusion,4517: FDB 3 - IPD 173,Sensor E  Alarm  Sector 29,12,3,Armed,Operator Station 3,Valid,Possible breach  //Allison Perez//,12/08/2025 02:21:50.684 PM
12/08/2025 02:21:40.210 PM,Intrusion,4518: FDB 1 - IPD 289,Sensor J  Alarm  Sector 30,6,3,Armed,Operator Station 3,Valid,Camera confirmed  //Allison Perez//,12/08/2025 02:21:57.716 PM
12/08/2025 02:21:51.340 PM,Intrusion,4519: FDB 1 - IPD 202,Sensor O  Alarm  Sector 31,12,1,Armed,Operator Station 3,Valid,Police notified  //Allison Perez//,12/08/2025 02:22:04.565 PM
12/08/2025 02:23:54.038 PM,Tamper,4520: FDB 1 - IPD 302,Sensor S  Tamper  Sector 6,12,1,Secured,Operator Station 4,Valid,Work order  //Ashley Patel//,12/08/2025 02:24:04.038 PM
12/08/2025 02:25:14.553 PM,Sensor_Fault,4521: FDB 1 - IPD 239,Sensor X  Fault  Sector 38,4,1,Armed,Operator Station 4,Valid,Service required  //Christopher Henderson//,12/08/2025 02:25:19.120 PM
12/08/2025 02:25:28.158 PM,Sensor_Fault,4522: FDB 1 - IPD 239,Sensor X  Fault  Sector 38,4,1,Secured,Operator Station 4,Valid,Sensor fault  //Christopher Henderson//,12/08/2025 02:25:38.617 PM
12/08/2025 02:25:43.623 PM,Sensor_Fault,4523: FDB 1 - IPD 239,Sensor X  Fault  Sector 38,4,1,Armed,Operator Station 4,Valid,Sensor fault  //Christopher Henderson//,12/08/2025 02:25:51.344 PM
12/08/2025 02:25:59.620 PM,Sensor_Fault,4524: FDB 1 - IPD 239,Sensor X  Fault  Sector 38,4,1,Secured,Operator Station 4,Valid,Sensor fault  //Christopher Henderson//,12/08/2025 02:26:11.612 PM
12/08/2025 02:27:00.826 PM,Intrusion,4525: FDB 3 - IPD 260,Sensor W  Alarm  Sector 4,13,3,Armed,Operator Station 5,Valid,Possible breach  //Mark Clay//,12/08/2025 02:27:06.074 PM
12/08/2025 02:27:07.651 PM,Intrusion,4526: FDB 4 - IPD 218,Sensor E  Alarm  Sector 5,7,1,Armed,Operator Station 5,Valid,Verified  //Mark Clay//,12/08/2025 02:27:17.562 PM
12/08/2025 02:27:20.731 PM,Intrusion,4527: FDB 5 - IPD 378,Sensor H  Alarm  Sector 6,10,3,Armed,Operator Station 5,Valid,Camera confirmed  //Mark Clay//,12/08/2025 02:27:33.997 PM
12/08/2025 02:27:30.723 PM,Intrusion,4528: FDB 1 - IPD 206,Sensor S  Alarm  Sector 7,10,3,Armed,Operator Station 5,Valid,Dispatch  //Mark Clay//,12/08/2025 02:27:43.983 PM
12/08/2025 02:30:46.600 PM,Tamper,4529: FDB 1 - IPD 348,Sensor J  Tamper  Sector 38,16,1,Secured,Operator Station 1,Valid,Maintenance  //Mark Clay//,12/08/2025 02:30:56.608 PM
12/08/2025 02:30:55.879 PM,Tamper,4530: FDB 1 - IPD 332,Sensor Y  Tamper  Sector 38,4,1,Secured,Operator Station 1,Valid,Dispatch  //Mark Clay//,12/08/2025 02:31:06.725 PM
12/08/2025 02:34:11.501 PM,Intrusion,4531: FDB 1 - IPD 113,Sensor V  Alarm  Sector 49,2,1,Armed,Operator Station 2,Nuisance,Wind  //Christopher Henderson//,12/08/2025 02:34:13.884 PM
12/08/2025 02:34:16.525 PM,Intrusion,4532: FDB 5 - IPD 385,Sensor H  Alarm  Sector 50,8,3,Armed,Operator Station 2,Nuisance,Rain  //Christopher Henderson//,12/08/2025 02:34:22.458 PM
12/08/2025 02:34:22.871 PM,Intrusion,4533: FDB 4 - IPD 103,Sensor V  Alarm  Sector 49,5,1,Armed,Operator Station 2,Nuisance,Weather  //Christopher Henderson//,12/08/2025 02:34:26.622 PM
12/08/2025 02:38:08.484 PM,Intrusion,4534: FDB 1 - IPD 180,Sensor Z  Alarm  Sector 30,8,3,Armed,Operator Station 5,Valid,Wildlife  //Susan Stevenson//,12/08/2025 02:38:15.854 PM
12/08/2025 02:38:16.130 PM,Intrusion,4535: FDB 2 - IPD 129,Sensor T  Alarm  Sector 29,8,1,Armed,Operator Station 5,Valid,Possible animal  //Susan Stevenson//,12/08/2025 02:38:21.819 PM
12/08/2025 02:38:19.839 PM,Intrusion,4536: FDB 5 - IPD 138,Sensor L  Alarm  Sector 30,9,1,Armed,Operator Station 5,Valid,Deer near fence  //Susan Stevenson//,12/08/2025 02:38:27.544 PM
12/08/2025 02:42:07.170 PM,Sensor_Fault,4537: FDB 2 - IPD 209,Sensor H  Fault  Sector 40,17,1,Secured,Operator Station 1,Valid,Dispatch  //Tyler Douglas//,12/08/2025 02:42:15.328 PM
12/08/2025 02:42:17.871 PM,Sensor_Fault,4538: FDB 3 - IPD 376,Sensor G  Fault  Sector 40,2,1,Secured,Operator Station 1,Valid,Work order  //Tyler Douglas//,12/08/2025 02:42:22.226 PM
12/08/2025 02:45:02.759 PM,Intrusion,4539: FDB 1 - IPD 286,Sensor A  Alarm  Sector 20,10,1,Armed,Operator Station 6,Valid,Heavy wind  //Ashley Patel//,12/08/2025 02:45:08.830 PM
12/08/2025 02:45:05.217 PM,Intrusion,4540: FDB 3 - IPD 351,Sensor R  Alarm  Sector 19,5,1,Armed,Operator Station 6,Valid,Weather  //Ashley Patel//,12/08/2025 02:45:11.553 PM
12/08/2025 02:47:26.404 PM,Tamper,4541: FDB 3 - IPD 371,Sensor Y  Tamper  Sector 29,8,1,Armed,Operator Station 5,Nuisance,Verified  //Tyler Douglas//,12/08/2025 02:47:42.743 PM
12/08/2025 02:47:32.057 PM,Intrusion,4542: FDB 2 - IPD 190,Sensor A  Alarm  Sector 30,1,1,Armed,Operator Station 5,Nuisance,Unauthorized access  //Tyler Douglas//,12/08/2025 02:47:44.394 PM
12/08/2025 02:47:38.526 PM,Intrusion,4543: FDB 2 - IPD 360,Sensor P  Alarm  Sector 29,3,3,Armed,Operator Station 5,Nuisance,Dispatch  //Tyler Douglas//,12/08/2025 02:47:48.799 PM
12/08/2025 02:52:22.362 PM,Sensor_Fault,4544: FDB 4 - IPD 128,Sensor G  Fault  Sector 41,2,3,Secured,Operator Station 1,Valid,Dispatch  //Shawn Schmidt//,12/08/2025 02:52:33.423 PM
12/08/2025 02:52:43.699 PM,Sensor_Fault,4545: FDB 4 - IPD 128,Sensor G  Fault  Sector 41,2,1,Secured,Operator Station 1,Valid,Dispatch  //Shawn Schmidt//,12/08/2025 02:52:49.878 PM
12/08/2025 02:53:00.446 PM,Sensor_Fault,4546: FDB 4 - IPD 128,Sensor G  Fault  Sector 41,2,1,Armed,Operator Station 1,Valid,Dispatch  //Shawn Schmidt//,12/08/2025 02:53:04.525 PM
12/08/2025 02:54:04.660 PM,Intrusion,4547: FDB 3 - IPD 303,Sensor M  Alarm  Sector 50,6,1,Armed,Operator Station 6,Nuisance,Rain  //Ashley Patel//,12/08/2025 02:54:12.171 PM
12/08/2025 02:54:09.348 PM,Intrusion,4548: FDB 5 - IPD 266,Sensor F  Alarm  Sector 51,2,3,Armed,Operator Station 6,Nuisance,Storm  //Ashley Patel//,12/08/2025 02:54:13.913 PM
12/08/2025 02:55:15.698 PM,Intrusion,4549: FDB 5 - IPD 281,Sensor Y  Alarm  Sector 38,14,1,Armed,Operator Station 5,Nuisance,Storm  //Shawn Schmidt//,12/08/2025 02:55:22.868 PM
12/08/2025 02:55:22.815 PM,Intrusion,4550: FDB 4 - IPD 398,Sensor N  Alarm  Sector 39,12,1,Armed,Operator Station 5,Nuisance,Rain  //Shawn Schmidt//,12/08/2025 02:55:25.128 PM
12/08/2025 02:57:42.466 PM,Intrusion,4551: FDB 5 - IPD 102,Sensor L  Alarm  Sector 31,11,3,Armed,Operator Station 5,Nuisance,Animal  //Susan Stevenson//,12/08/2025 02:57:44.506 PM
12/08/2025 02:57:46.924 PM,Intrusion,4552: FDB 4 - IPD 357,Sensor K  Alarm  Sector 30,15,1,Armed,Operator Station 5,Nuisance,Possible animal  //Susan Stevenson//,12/08/2025 02:57:51.263 PM
12/08/2025 02:57:49.452 PM,Intrusion,4553: FDB 4 - IPD 234,Sensor F  Alarm  Sector 29,13,3,Armed,Operator Station 5,Nuisance,Deer near fence  //Susan Stevenson//,12/08/2025 02:57:56.146 PM
12/08/2025 03:01:52.951 PM,Intrusion,4554: FDB 4 - IPD 269,Sensor Y  Alarm  Sector 18,1,1,Armed,Operator Station 1,Nuisance,Wind  //Allison Perez//,12/08/2025 03:01:59.853 PM
12/08/2025 03:01:55.730 PM,Intrusion,4555: FDB 2 - IPD 192,Sensor T  Alarm  Sector 17,11,1,Armed,Operator Station 1,Nuisance,Heavy wind  //Allison Perez//,12/08/2025 03:01:59.322 PM
12/08/2025 03:06:02.953 PM,Sensor_Fault,4556: FDB 2 - IPD 265,Sensor M  Fault  Sector 48,4,3,Armed,Operator Station 7,Valid,Service required  //Shawn Schmidt//,12/08/2025 03:06:12.255 PM
12/08/2025 03:06:42.303 PM,Sensor_Fault,4557: FDB 2 - IPD 265,Sensor M  Fault  Sector 48,4,3,Secured,Operator Station 7,Valid,Service required  //Shawn Schmidt//,12/08/2025 03:06:46.539 PM
12/08/2025 03:07:08.316 PM,Sensor_Fault,4558: FDB 2 - IPD 265,Sensor M  Fault  Sector 48,4,1,Secured,Operator Station 7,Valid,Dispatch  //Shawn Schmidt//,12/08/2025 03:07:18.973 PM
12/08/2025 03:07:52.772 PM,Tamper,4559: FDB 5 - IPD 277,Sensor N  Tamper  Sector 57,8,1,Armed,Operator Station 3,Valid,Dispatch  //Amanda Brooks//,12/08/2025 03:07:56.204 PM
12/08/2025 03:10:43.050 PM,Intrusion,4560: FDB 1 - IPD 133,Sensor S  Alarm  Sector 6,3,3,Armed,Operator Station 6,Nuisance,Heavy wind  //Ashley Patel//,12/08/2025 03:10:50.154 PM
12/08/2025 03:10:48.451 PM,Intrusion,4561: FDB 5 - IPD 334,Sensor Y  Alarm  Sector 5,8,1,Armed,Operator Station 6,Nuisance,Weather  //Ashley Patel//,12/08/2025 03:10:54.112 PM
12/08/2025 03:11:26.667 PM,Sensor_Fault,4562: FDB 4 - IPD 152,Sensor T  Fault  Sector 36,15,1,Armed,Operator Station 3,Valid,Service activity  //Tyler Douglas//,12/08/2025 03:11:31.393 PM
12/08/2025 03:11:33.908 PM,Sensor_Fault,4563: FDB 4 - IPD 287,Sensor T  Fault  Sector 36,17,1,Secured,Operator Station 3,Valid,Service activity  //Tyler Douglas//,12/08/2025 03:11:43.069 PM
12/08/2025 03:12:28.016 PM,Intrusion,4564: FDB 3 - IPD 391,Sensor K  Alarm  Sector 49,2,3,Armed,Operator Station 3,Nuisance,Animal  //Christopher Henderson//,12/08/2025 03:12:32.764 PM
12/08/2025 03:12:34.083 PM,Intrusion,4565: FDB 3 - IPD 268,Sensor F  Alarm  Sector 50,2,1,Armed,Operator Station 3,Nuisance,Animal  //Christopher Henderson//,12/08/2025 03:12:40.638 PM
12/08/2025 03:17:23.069 PM,Sensor_Fault,4566: FDB 1 - IPD 305,Sensor M  Fault  Sector 56,3,3,Armed,Operator Station 7,Valid,Device trouble  //Jeffrey Prince//,12/08/2025 03:17:30.899 PM
12/08/2025 03:17:39.166 PM,Sensor_Fault,4567: FDB 1 - IPD 305,Sensor M  Fault  Sector 56,3,3,Secured,Operator Station 7,Valid,Hardware issue  //Jeffrey Prince//,12/08/2025 03:17:50.028 PM
12/08/2025 03:17:56.466 PM,Sensor_Fault,4568: FDB 1 - IPD 305,Sensor M  Fault  Sector 56,3,3,Secured,Operator Station 7,Valid,Hardware issue  //Jeffrey Prince//,12/08/2025 03:18:06.854 PM
12/08/2025 03:18:24.543 PM,Sensor_Fault,4569: FDB 1 - IPD 305,Sensor M  Fault  Sector 56,3,3,Armed,Operator Station 7,Valid,Sensor fault  //Jeffrey Prince//,12/08/2025 03:18:30.289 PM
12/08/2025 03:20:19.523 PM,Intrusion,4570: FDB 2 - IPD 354,Sensor Q  Alarm  Sector 4,14,1,Armed,Operator Station 3,Nuisance,Possible animal  //Amanda Brooks//,12/08/2025 03:20:25.774 PM
12/08/2025 03:20:19.813 PM,Intrusion,4571: FDB 2 - IPD 281,Sensor F  Alarm  Sector 3,3,1,Armed,Operator Station 3,Nuisance,Possible animal  //Amanda Brooks//,12/08/2025 03:20:22.471 PM
12/08/2025 03:25:05.106 PM,Intrusion,4572: FDB 4 - IPD 202,Sensor U  Alarm  Sector 57,7,3,Armed,Operator Station 6,Nuisance,Storm  //Allison Perez//,12/08/2025 03:25:10.767 PM
12/08/2025 03:25:08.142 PM,Intrusion,4573: FDB 3 - IPD 143,Sensor Q  Alarm  Sector 56,8,3,Armed,Operator Station 6,Nuisance,Storm  //Allison Perez//,12/08/2025 03:25:15.759 PM
12/08/2025 03:25:10.812 PM,Intrusion,4574: FDB 5 - IPD 354,Sensor W  Alarm  Sector 57,1,1,Armed,Operator Station 6,Nuisance,Wind  //Allison Perez//,12/08/2025 03:25:13.375 PM
12/08/2025 03:26:27.168 PM,Tamper,4575: FDB 1 - IPD 174,Sensor Y  Tamper  Sector 18,16,1,Armed,Operator Station 6,Valid,Verified  //Jeffrey Prince//,12/08/2025 03:26:40.210 PM
12/08/2025 03:26:33.776 PM,Intrusion,4576: FDB 5 - IPD 313,Sensor Y  Alarm  Sector 19,8,1,Armed,Operator Station 6,Valid,Unauthorized access  //Jeffrey Prince//,12/08/2025 03:26:47.921 PM
